count,atemp,workingday
37,-6.001,1
16,-6.9976,1
7,-6.001,1
3,-6.001,1
1,-6.9976,1
6,-8.0008,1
26,-8.0008,1
99,-10.9972,1
178,-10.9972,1
122,-8.9974,1
35,-8.9974,1
45,-8.0008,1
69,-6.9976,1
62,-4.9978,1
48,-4.0012,1
50,-2.998,1
80,-4.0012,1
165,-4.0012,1
160,-4.0012,1
112,-4.9978,1
97,-4.0012,1
72,-2.0014,1
51,-2.998,1
34,-6.001,1
14,-6.9976,1
7,-6.9976,1
3,-6.9976,1
4,-8.0008,1
24,-4.0012,1
74,-4.9978,1
216,-8.0008,1
140,-8.0008,1
44,-6.9976,1
64,-0.9982,1
71,-0.9982,1
110,-0.9982,1
84,3.0014,1
74,5.0012,1
125,3.0014,1
211,5.9978,1
174,5.0012,1
101,3.998,1
63,-0.9982,1
47,-2.0014,1
43,-0.9982,1
53,-0.0016,1
30,-2.998,0
24,-2.0014,0
15,-2.0014,0
10,-2.998,0
4,-4.9978,0
1,-4.9978,0
2,-6.9976,0
11,-6.001,0
30,-6.001,0
43,-4.0012,0
84,-2.0014,0
114,1.9982,0
120,1.9982,0
135,1.9982,0
120,5.0012,0
174,3.998,0
145,3.998,0
137,3.0014,0
64,1.0016,0
41,1.9982,0
40,1.0016,0
51,3.998,0
45,1.0016,0
32,-0.9982,0
39,-0.9982,0
24,-0.9982,0
20,-0.9982,0
12,-0.9982,0
2,-2.0014,0
5,-2.0014,0
3,1.9982,0
12,-0.9982,0
47,-0.9982,0
105,1.9982,0
112,3.0014,0
152,5.0012,0
154,9.9974,0
161,11.0006,0
162,11.0006,0
134,11.9972,0
125,11.9972,0
95,11.0006,0
61,11.0006,0
47,11.0006,0
51,11.0006,0
36,11.0006,0
30,11.0006,0
11,9.9974,1
7,9.9974,1
2,5.9978,1
2,5.0012,1
2,3.998,1
3,3.998,1
26,3.998,1
98,3.998,1
256,9.9974,1
130,11.0006,1
55,13.0004,1
53,17,1
126,18.9998,1
120,20.003,1
90,22.9994,1
90,18.9998,1
118,17,1
243,13.997,1
205,11.0006,1
98,9.9974,1
70,5.0012,1
43,5.0012,1
45,3.0014,1
20,3.0014,1
19,1.9982,1
5,-0.0016,1
3,-0.9982,1
1,-4.0012,1
4,-4.0012,1
30,-4.0012,1
105,-4.0012,1
223,-4.0012,1
110,-2.998,1
52,-2.0014,1
57,-0.0016,1
71,1.9982,1
82,3.998,1
79,5.0012,1
85,5.9978,1
98,5.0012,1
206,3.998,1
212,3.998,1
145,3.0014,1
101,1.9982,1
66,3.0014,1
41,3.0014,1
20,1.0016,1
15,1.0016,1
9,-0.9982,1
1,-2.998,1
1,-2.998,1
5,-2.998,1
33,-2.998,1
108,-2.998,1
230,-0.9982,1
124,-2.0014,1
69,-0.9982,1
66,3.998,1
86,9.9974,1
93,11.9972,1
82,13.997,1
117,13.997,1
122,13.997,1
255,13.997,1
222,11.0006,1
161,5.0012,1
118,9.9974,1
92,7.001,1
73,5.9978,1
33,9.9974,1
17,5.9978,1
6,5.0012,1
6,5.0012,1
4,5.9978,1
4,5.0012,1
12,5.9978,1
47,3.998,1
126,5.9978,1
285,5.9978,1
179,7.001,1
88,9.9974,1
90,13.0004,1
101,15.0002,1
123,18.0032,1
81,24.9992,1
106,24.0026,1
146,18.9998,1
274,20.003,1
222,18.0032,1
175,15.0002,1
139,15.0002,1
124,17,1
76,15.9968,1
44,13.997,1
32,13.0004,1
8,13.0004,1
7,13.0004,1
8,13.997,1
1,13.997,1
7,13.997,1
50,13.0004,1
116,11.9972,1
272,11.9972,1
169,11.9972,1
95,13.0004,1
113,13.0004,1
185,15.9968,1
176,24.9992,1
191,24.9992,1
172,24.9992,1
232,24.9992,1
327,24.9992,1
224,24.9992,1
162,24.9992,1
124,24.9992,1
72,20.003,1
107,18.0032,1
77,17,1
29,15.0002,0
31,13.997,0
17,13.0004,0
7,11.9972,0
3,11.0006,0
3,11.0006,0
6,11.0006,0
22,9.9974,0
45,9.9974,0
55,11.0006,0
106,11.9972,0
123,13.0004,0
119,13.0004,0
155,13.0004,0
196,13.997,0
171,13.0004,0
120,13.0004,0
127,11.9972,0
88,5.0012,0
59,3.998,0
47,3.0014,0
33,1.9982,0
44,1.0016,0
29,-0.0016,0
7,1.9982,1
3,-0.9982,1
4,-2.0014,1
2,-2.0014,1
1,-2.0014,1
2,-4.0012,1
46,-4.0012,1
107,-4.0012,1
214,-4.0012,1
124,-2.998,1
68,-2.0014,1
56,1.9982,1
86,3.998,1
78,7.001,1
79,5.9978,1
64,7.9976,1
102,7.001,1
242,7.001,1
224,5.0012,1
119,3.998,1
88,5.0012,1
63,3.998,1
47,1.9982,1
25,-0.9982,1
8,-0.9982,1
4,-0.9982,1
2,-0.9982,1
4,-2.0014,1
1,-2.0014,1
5,-2.0014,1
40,-2.0014,1
110,-2.0014,1
256,-2.0014,1
148,1.0016,1
76,3.998,1
73,3.998,1
82,11.0006,1
125,15.9968,1
96,17,1
110,18.0032,1
139,18.0032,1
268,15.9968,1
201,13.997,1
150,11.0006,1
95,5.9978,1
71,3.0014,1
48,1.0016,1
22,-2.0014,1
13,-2.998,1
1,-2.998,1
3,-4.9978,1
1,-4.9978,1
1,-8.0008,1
8,-8.0008,1
35,-8.0008,1
111,-10.0006,1
220,-8.0008,1
145,-6.9976,1
56,-4.0012,1
50,-0.9982,1
72,-0.9982,1
80,1.0016,1
78,1.0016,1
68,3.0014,1
71,3.998,1
202,3.998,1
167,-2.0014,1
106,-2.998,1
70,-0.9982,1
51,-2.0014,1
53,1.0016,1
23,-2.0014,1
12,-2.998,1
4,-4.0012,1
2,-4.0012,1
1,-4.9978,1
1,-4.0012,1
7,-4.0012,1
29,-2.998,1
83,-4.0012,1
228,-2.998,1
150,-0.9982,1
66,-0.9982,1
89,1.9982,1
97,3.998,1
87,5.0012,1
95,5.9978,1
106,5.9978,1
118,7.001,1
228,5.9978,1
187,3.998,1
107,3.998,1
87,3.0014,1
70,3.0014,1
44,3.0014,1
46,3.998,1
19,3.0014,0
25,5.0012,0
20,3.0014,0
2,3.0014,0
1,3.998,0
3,3.998,0
4,3.0014,0
15,1.9982,0
45,1.9982,0
63,3.998,0
103,5.9978,0
159,11.0006,0
167,13.0004,0
190,13.997,0
198,15.0002,0
205,13.997,0
204,15.0002,0
164,15.0002,0
152,15.0002,0
89,13.997,0
70,13.0004,0
72,13.0004,0
63,11.9972,0
44,13.0004,0
52,11.9972,0
39,11.9972,0
32,11.0006,0
11,11.9972,0
3,11.9972,0
2,11.9972,0
5,11.9972,0
9,11.0006,0
22,11.9972,0
31,11.9972,0
62,11.9972,0
79,13.997,0
105,13.997,0
39,13.0004,0
7,13.0004,0
11,5.9978,0
25,3.998,0
23,3.0014,0
11,1.0016,0
11,-0.0016,0
7,-4.0012,0
10,-2.998,0
9,-2.998,0
4,-4.0012,1
2,-4.0012,1
1,-6.001,1
1,-6.001,1
1,-4.0012,1
34,-4.0012,1
91,-4.9978,1
211,-4.0012,1
134,-4.0012,1
58,-2.0014,1
60,-2.0014,1
96,1.9982,1
70,3.0014,1
77,3.0014,1
96,3.998,1
122,3.998,1
233,3.998,1
233,3.998,1
145,3.0014,1
92,3.998,1
54,1.9982,1
35,1.0016,1
22,5.0012,1
10,3.0014,1
4,-0.0016,1
1,-0.0016,1
7,1.0016,1
2,1.9982,1
10,-0.9982,1
45,1.0016,1
128,-2.998,1
257,-0.9982,1
151,1.0016,1
71,3.0014,1
78,7.001,1
99,9.0008,1
98,9.9974,1
72,9.9974,1
112,9.0008,1
108,9.9974,1
248,7.001,1
235,5.9978,1
150,7.001,1
76,5.9978,1
75,3.0014,1
55,3.0014,1
41,1.9982,1
9,3.0014,1
4,1.9982,1
2,1.9982,1
3,1.0016,1
2,1.0016,1
8,-0.0016,1
49,1.0016,1
141,-0.0016,1
249,-0.0016,1
141,-0.0016,1
57,3.0014,1
59,3.0014,1
98,3.998,1
99,3.0014,1
71,3.998,1
79,5.9978,1
112,3.998,1
194,3.998,1
188,5.0012,1
134,3.998,1
91,5.0012,1
62,3.998,1
21,5.0012,1
18,5.9978,1
3,5.0012,1
2,5.0012,1
1,5.0012,1
3,7.001,1
12,5.9978,1
37,9.9974,1
44,9.9974,1
24,11.0006,1
17,11.0006,1
11,11.0006,1
34,11.9972,1
12,11.9972,1
12,13.0004,1
14,13.0004,1
21,11.9972,1
111,13.0004,1
82,13.0004,1
56,13.0004,1
38,5.9978,1
28,7.001,1
34,5.9978,1
27,7.001,1
6,7.001,1
8,7.001,1
5,7.001,1
2,5.9978,1
7,3.0014,1
32,-0.0016,1
114,1.0016,1
259,1.9982,1
156,3.0014,1
78,3.998,1
81,3.998,1
111,5.0012,1
107,5.9978,1
89,5.9978,1
85,5.0012,1
113,3.998,1
223,5.0012,1
153,3.998,1
118,1.9982,1
76,3.998,1
53,3.0014,1
64,3.998,1
37,3.0014,1
34,1.9982,0
18,-0.9982,0
14,-0.9982,0
7,-0.9982,0
1,-0.9982,0
2,-0.9982,0
4,-2.0014,0
23,-0.9982,0
53,1.0016,0
101,3.0014,0
99,3.998,0
119,3.998,0
158,5.0012,0
157,5.9978,0
166,11.0006,0
182,11.9972,0
244,13.997,0
213,13.997,0
145,11.9972,0
112,11.9972,0
86,11.0006,0
82,9.9974,0
63,9.0008,0
49,9.9974,0
38,9.9974,0
33,7.001,0
23,5.9978,0
13,5.9978,0
3,7.001,0
2,7.9976,0
10,7.001,0
34,11.0006,0
44,11.0006,0
122,11.9972,0
181,13.0004,0
194,13.997,0
221,13.997,0
250,13.997,0
304,15.0002,0
256,13.997,0
241,13.0004,0
147,11.0006,0
101,5.9978,0
77,3.998,0
58,3.0014,0
37,1.9982,0
28,1.0016,0
11,1.9982,1
1,3.0014,1
1,3.0014,1
3,1.9982,1
8,-0.0016,1
28,1.9982,1
88,5.0012,1
241,3.998,1
140,3.998,1
84,5.0012,1
71,5.9978,1
94,9.9974,1
75,9.9974,1
79,9.9974,1
101,9.9974,1
107,11.0006,1
271,9.9974,1
235,7.9976,1
150,7.001,1
129,5.0012,1
63,5.9978,1
47,5.9978,1
19,7.001,1
14,7.001,1
10,3.998,1
3,3.998,1
2,1.0016,1
11,-0.9982,1
35,-0.9982,1
119,-0.0016,1
282,3.0014,1
157,5.9978,1
78,5.0012,1
78,5.0012,1
102,7.001,1
97,5.9978,1
88,9.9974,1
90,9.9974,1
114,9.9974,1
217,7.001,1
225,5.9978,1
152,5.0012,1
88,5.0012,1
55,5.9978,1
21,5.0012,1
18,5.0012,1
8,3.0014,1
3,1.9982,1
3,1.9982,1
1,3.998,1
3,5.0012,1
31,5.0012,1
111,3.0014,1
253,5.0012,1
154,5.9978,1
68,7.001,1
75,7.001,1
88,11.0006,1
99,11.0006,1
100,11.0006,1
101,11.0006,1
151,11.0006,1
253,13.0004,1
237,13.0004,1
168,13.0004,1
121,11.9972,1
78,11.9972,1
59,11.0006,1
27,11.0006,1
23,9.9974,1
12,7.001,1
8,3.998,1
2,5.9978,1
3,5.9978,1
13,5.9978,1
51,5.0012,1
140,5.9978,1
299,7.001,1
185,11.0006,1
78,13.0004,1
86,13.0004,1
105,15.9968,1
111,17,1
119,15.9968,1
125,17,1
142,15.9968,1
313,15.9968,1
310,13.997,1
207,13.0004,1
137,11.9972,1
138,11.9972,1
87,11.0006,1
50,11.9972,1
29,11.9972,1
16,11.0006,1
14,11.0006,1
5,7.001,1
10,9.9974,1
36,11.0006,1
123,11.0006,1
280,11.9972,1
210,13.997,1
117,17,1
159,18.0032,1
195,18.9998,1
175,24.9992,1
174,24.9992,1
173,26.0024,1
204,26.0024,1
332,26.0024,1
331,26.0024,1
190,24.9992,1
149,24.9992,1
113,24.9992,1
118,24.9992,1
86,24.9992,1
76,24.9992,0
51,20.003,0
25,18.9998,0
8,18.0032,0
3,17,0
2,17,0
10,13.0004,0
13,11.0006,0
48,11.9972,0
76,11.9972,0
140,13.0004,0
196,13.997,0
267,13.997,0
301,15.9968,0
312,15.9968,0
313,15.9968,0
304,15.9968,0
278,15.0002,0
217,13.997,0
154,13.0004,0
108,11.9972,0
93,11.0006,0
72,11.0006,0
50,9.9974,0
6,1.0016,1
4,1.0016,1
7,1.0016,1
4,-0.9982,1
3,-0.9982,1
12,-0.9982,1
28,-0.9982,1
95,-0.0016,1
206,-0.0016,1
173,3.0014,1
75,3.998,1
89,3.0014,1
95,3.998,1
110,5.9978,1
87,5.9978,1
111,3.998,1
167,3.998,1
281,3.998,1
241,3.998,1
136,3.998,1
77,5.0012,1
93,5.9978,1
74,3.998,1
53,5.0012,1
32,5.9978,0
32,1.9982,0
21,-0.0016,0
9,-0.0016,0
5,-0.0016,0
5,-0.0016,0
12,1.9982,0
18,1.9982,0
55,5.0012,0
87,7.001,0
154,7.001,0
198,11.0006,0
184,5.9978,0
137,5.9978,0
190,3.998,0
136,3.998,0
196,9.9974,0
184,9.9974,0
179,9.9974,0
148,5.9978,0
85,5.0012,0
77,3.998,0
55,3.998,0
53,5.0012,0
39,3.0014,0
34,5.0012,0
24,1.9982,0
11,5.9978,0
3,3.998,0
5,1.9982,0
33,1.9982,0
33,3.998,0
62,5.9978,0
142,5.0012,0
215,11.0006,0
243,11.9972,0
313,13.0004,0
367,13.0004,0
349,13.997,0
292,13.997,0
303,13.997,0
274,13.997,0
172,13.997,0
144,11.9972,0
79,11.9972,0
45,11.9972,0
36,11.0006,0
31,11.0006,0
6,11.0006,1
11,11.0006,1
2,9.9974,1
1,9.9974,1
2,9.9974,1
7,11.0006,1
46,11.9972,1
157,13.0004,1
339,13.997,1
158,15.9968,1
90,18.0032,1
124,24.9992,1
157,24.9992,1
139,26.0024,1
123,26.999,1
143,28.0022,1
189,26.999,1
366,26.999,1
386,26.0024,1
278,26.0024,1
173,26.0024,1
95,26.0024,1
75,26.0024,1
48,24.9992,1
22,24.9992,1
15,24.9992,1
5,18.0032,1
4,18.0032,1
2,15.9968,1
5,13.997,1
38,15.0002,1
134,15.0002,1
157,9.9974,1
46,5.0012,1
28,3.998,1
19,3.0014,1
38,3.998,1
56,5.9978,1
76,5.0012,1
68,11.0006,1
130,9.9974,1
273,11.9972,1
267,9.9974,1
160,5.9978,1
91,5.0012,1
89,3.0014,1
46,3.998,1
26,3.0014,1
15,5.0012,1
2,1.9982,1
5,-0.0016,1
4,1.9982,1
1,-0.0016,1
13,1.0016,1
56,1.0016,1
133,1.9982,1
325,3.998,1
165,5.9978,1
69,11.0006,1
93,11.9972,1
134,13.0004,1
112,13.997,1
115,15.9968,1
117,17,1
169,18.0032,1
356,17,1
325,17,1
232,15.9968,1
141,13.997,1
102,13.997,1
84,13.997,1
40,13.997,1
20,13.997,1
13,11.9972,1
7,11.9972,1
3,7.001,1
1,5.9978,1
6,5.0012,1
64,3.998,1
160,5.9978,1
314,7.001,1
170,11.0006,1
95,11.9972,1
122,13.997,1
153,13.997,1
135,17,1
157,18.9998,1
160,24.9992,1
213,24.9992,1
343,17,1
333,15.0002,1
226,13.997,1
203,13.0004,1
108,13.0004,1
81,11.0006,1
54,9.9974,1
25,7.001,1
9,5.9978,1
13,5.9978,1
1,5.9978,1
1,5.9978,1
9,5.0012,1
35,7.9976,1
113,5.9978,1
221,5.9978,1
185,7.001,1
73,5.9978,1
98,11.0006,1
80,9.9974,1
42,5.9978,1
15,5.0012,1
25,5.0012,1
60,3.998,1
148,3.998,1
62,3.998,1
53,1.9982,1
63,1.9982,1
54,3.0014,1
51,1.9982,1
35,3.0014,1
31,3.0014,0
20,3.998,0
17,3.998,0
14,3.0014,0
3,1.9982,0
5,3.0014,0
13,3.0014,0
21,3.998,0
54,3.998,0
98,7.001,0
133,5.9978,0
